Title;Labels;Description;Assignee
A.08.IR03.ds.linkage;type:,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
In the Test Method, the expression 'The URL is resolved.' The use of the word resolved is misleading. 
To resolve a URL means to resolve it to an IP address while the intended meaning here is (ref. https://github.com/inspire-eu-validation/ats-metadata/blob/master/README.md#resolve )
'Resolve: Goal is to check if a URL references an existing document. First the URL can be checked on syntactical correctness. Then a http head operation can give an indication of the availability of the document without fully downloading it. The operation might fail due to a number of reasons: the service is (temporarily) unavailable, the service is protected (status 403).'
So, we have the following checks:
- the URL is checked for syntactical correctness;
- the resource is accessed to check if it is accessible
The suggestion of using a HTTP HEAD operation is not acceptable because:
- servers and services do not implement the HEAD operation consistently;
- the response is not enough to identify Network Services or Harmonised Spatial Data Services.
The following reference to a WSDL is unclear. OGC Services for which SOAP binding is implemented, still respond with a capabilities document:
'Any service response should be checked if it provides proper linkage. The service wsdl or capabilities document should have a featuretype that shares the resource unique identification'

The following hint is not complete and not correct for all service types. In addition, the linkage is always also implemented via MetadataURLs in all the services which is therefore the preferred way.
'if WMS/WMTS/WFS, the link is in //layer[identifier={id}&&@authority={codespace}] if Atom, the link is in //feed[@uuidhref={id}&&@namespace={codespace}]'

How is the following part relevant for the test outcome?
'a final manual test is suggested to the tester (to test if any of the linkages points to a webpage with further instructions or a client application that directly accesses the service).'

# Proposed Change
Change the Test method as follows:

The test checks if a linkage is provided.
If none is given, the test will complete successfully.
If one or more are provided, for each linkage the test checks:
-  if the linkage element contains an element of type gmd:URL.
- if the element content is a syntactically correct URL
- if the referenced resource is accessible.

If the response identifies the linkage as a Harmonised Spatial Data Service or a Network Service, the test checks if appropriate linkage to dataset is available.
The linkage is established via the Metadata URL for WMS, WFS and Atom based services.

 a final manual test is suggested to the tester (to test if any of the linkages points to a webpage with further instructions or a client application that directly accesses the service).

";emidiostani
"A.08.IR03.ds.linkage and
A.09.IR04.srv.linkage";type:ED,sev:minor,ms:DE,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Test method, second paragraph: If one or more are provided:
# Proposed Change
Change the '.' to ':'.";emidiostani
"A.08.IR03.ds.linkage
And
A.09.IR04.srv.linkage";type:CT,sev:medium,ms:NL,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The service wsdl or capabilities document should have a featuretype that shares the resource unique identification 
if WMS/WMTS/WFS, the link is in //layer[identifier={id}&&@authority={codespace}] if Atom, the link is in //feed[@uuidhref={id}&&@namespace={codespace}]
On which requirement is this based?
# Proposed Change
Delete this part";emidiostani
"A.08.IR03.ds.linkage
And
A.09.IR04.srv.linkage";type:CT,sev:medium,ms:NL,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The service wsdl or capabilities document should have a featuretype that shares the resource unique identification 
if WMS/WMTS/WFS, the link is in //layer[identifier={id}&&@authority={codespace}] if Atom, the link is in //feed[@uuidhref={id}&&@namespace={codespace}]
On which requirement is this based?
# Proposed Change
Delete this part";emidiostani
A.09.IR04.srv.linkage;type:CT,sev:,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Ambiguity: 'The URL is resolved.' It is not entirely clear what resolving the URI means. Which maximum timeout can be applied? Should we only look at the HTTP status code (200), or also at the returned information?
Ambiguity: It is not entirely clear which parts of the WSDL or GetCapabilities document need to be tested: 'If the response indicates a linkage is a service capabilities or WSDL document, some basic params in the service response are analysed.' Or does it only refer to: 'Any service response should be checked if it provides proper linkage. The service wsdl or capabilities document should have a featuretype that shares the resource unique identification.'
Testability: A manual test is suggested, if the resource locator is a web page with further instructions or a client application. 
Note: Perhaps CI_OnLineFunctionCode (optional element) could be used to determine the nature of the online resource locator if present (see also TG SDS req 3).
Note: What in case of access restrictions?
Note: Another prerequisite is test case A.04.
# Proposed Change
Specify which HTTP status codes are acceptable.";emidiostani
A.09.IR04.srv.linkage;type:,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
-          The prerequisites section contains a condition that in previous test was dealt with in the Test method
Prerequisites
the hierarchylevel of resource should be ""service""
# Proposed Change
To specify the precondition of being a service, adopt the same approach as in the other tests.";emidiostani
A.10.IR08.IR09.ds.language;type:,sev:,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Coverage: The test should not go as far as testing whether there are textual values in the datasets or data series.
Ambiguity: The test should specify what the 'valid 3-letter language codes according to ISO/TS 19139' are.
Note: The test could perhaps explicitly test if the code list is identified by the URI: http://www.loc.gov/standards/iso639-2/ . The US Library of Congress is the officially mandated organisation to maintain ISO639.
Note: Another prerequisite is test case A.04.
";emidiostani
A.11.IR10.IR11.ds.topic;type:ED,sev:,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Another prerequisite is test case A.04.
# Proposed Change
Add the test case as a prerequisite.";emidiostani
A.12.IR12.srv.type;type:ED,sev:,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Another prerequisite is test case A.04.
# Proposed Change
Add the test case as a prerequisite.";emidiostani
A.12.IR12.srv.type;type:,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The Test method contains a meaningless sentence:
'The test first checks if a service type element is given at serviceType and if it is unique throughout the document.'

# Proposed Change
Remove the sentence in bold.";emidiostani
A.13.IR13.keyword.md;type:,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Its execution is actually redundant because of A.05.IR14.ds.keyword.md for datasets and series and of A.06.IR15.srv.keyword.md for services
# Proposed Change
Add to the test method the part in bold:
'The test checks if at least one keyword element is provided and it is not an empty characterstring.
This test is already implemented for data and services by A.05.IR14.ds.keyword.md and A.06.IR15.srv.keyword.md, respectively. A failure in those tests implies a failure of this test.'";emidiostani
A.14.IR16.IR17.IR18.vocab;type:CT,sev:,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Testability: Validating if the keyword is actually available in the indicated vocabulary is a challenge, since the vocabulary is usually not referenced by a URL. If a vocabulary is indicated that is available to the validator, then this check can be performed.
";emidiostani
A.14.IR16.IR17.IR18.vocab;type:,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The part of the test method that talks about validating the keyword against the thesaurus when its URL is available is out of place since it is not in any requirement. 
In addition, it implies that a URL of the thesaurus is needed, which is not true:
'Validating if the keyword is actually available in the indicated vocabulary is a challenge, since the vocabulary is usually not referenced by a URL. If a vocabulary is indicated that is available to the validator, then this check can be performed.'
# Proposed Change
Remove the following sentence:
'Validating if the keyword is actually available in the indicated vocabulary is a challenge, since the vocabulary is usually not referenced by a URL. If a vocabulary is indicated that is available to the validator, then this check can be performed.'";emidiostani
A.15.IR19.kws-in-vocab;type:ED,sev:minor,ms:DE,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Reference: TG MD 2.4.2, Req 19
# Proposed Change
Add correct reference.";emidiostani
A.15.IR19.kws-in-vocab;type:,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The Test method repeats the purpose
'In order to be consistent with ISO 19115, all the keyword values originating from a single version of a single controlled vocabulary shall be grouped in a single instance of the ISO 19115 descriptiveKeywords property.
For each descriptiveKeywords element, the referenced controlled vocabulary should be unique'
# Proposed Change
From the test method, remove the following sentence:
'In order to be consistent with ISO 19115, all the keyword values originating from a single version of a single controlled vocabulary shall be grouped in a single instance of the ISO 19115 descriptiveKeywords property.'";emidiostani
A.15.IR19.kws-in-vocab;type:,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The Test method is wrong in its specifications because it does not accomplish the purpose
'In order to be consistent with ISO 19115, all the keyword values originating from a single version of a single controlled vocabulary shall be grouped in a single instance of the ISO 19115 descriptiveKeywords property.
For each descriptiveKeywords element, the referenced controlled vocabulary should be unique'
# Proposed Change
Rewrite the test method as follows:

'In order to be consistent with ISO 19115, all the keyword values originating from a single version of a single controlled vocabulary shall be grouped in a single instance of the ISO 19115 descriptiveKeywords property.
Each referenced controlled vocabulary  must appear in at most one descriptiveKeywords element'";emidiostani
A.16.IR20.IR21.ds.bounds;type:CT,sev:,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Testability: The bounding box shall be as small as possible. Quite hard to honour. Data should be downloaded and a minimal bounds could be calculated and compared to the indicated bounds.
Furthermore, data could be access controlled or in an unknown format. This would hinder testability further. Lastly, this may also require coordinate transformations as the source data may be in a projected CRS or use a different Meridian.
";emidiostani
A.16.IR20.IR21.ds.bounds;type:ED,sev:,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Another prerequisite is test case A.04.
# Proposed Change
Add the test case as a prerequisite.";emidiostani
A.16.IR20.IR21.ds.bounds;type:CT,sev:medium,ms:DE,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
How can you sufficiantly test a bounding box which should be as small as possible if there is no clear definition of what that means? Additionally, this is not considered as crucial for interoperability.
# Proposed Change
Remove IR 20 and use only IR 21.";emidiostani
A.16.IR20.IR21.ds.bounds;type:CT,sev:medium,ms:NL,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The bounding box shall be as small as possible. Quite hard to honour. Data should be downloaded and a minimal bounds could be calculated and compared to the indicated bounds. 
This depends on the availability of the download service, which is also not direct to recognise in the dataset metadata.
is to difficult to check 
# Proposed Change
Delete the part Data should be downloaded and a minimal bounds could be calculated and compared to the indicated bounds.";emidiostani
A.16.IR20.IR21.ds.bounds;type:CT,sev:medium,ms:NL,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The bounding box shall be as small as possible. Quite hard to honour. Data should be downloaded and a minimal bounds could be calculated and compared to the indicated bounds. 
This depends on the availability of the download service, which is also not direct to recognise in the dataset metadata.
is to difficult to check 
# Proposed Change
Delete the part Data should be downloaded and a minimal bounds could be calculated and compared to the indicated bounds.";emidiostani
A.17.IR22.IR23.ds.temporal;type:CT,sev:medium,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
As formulated now, the test result does not depend on the outcome of the first test on TimePeriod, so even in case of an invalid TimePeriod, the test will pass. 
Furthermore, the test refers to the 'validity' of the date (ISO 8601 date format), which strictly speaking relates to MD TG requirement 24.
# Proposed Change
Perhaps it makes sense to split up into two test cases, one for IR22 and one for IR23.
Add a specific test case for MD TG requirement 24.";emidiostani
A.17.IR22.IR23.ds.temporal;type:ED,sev:minor,ms:DE,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
missing word at first bullet at ""Test method""
# Proposed Change
""Is a valid TimePeriod given and ...""";emidiostani
A.17.IR22.IR23.ds.temporal;type:CT,sev:medium,ms:DE,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
I think it has to be the other way round: The test regarding TG Req. 23 will be passed only if at least one of the three date-checks is valid.
Otherwise (as I read the documented tests by now) the test could fail e.g. because of a missing revision date though there is a valid creation date.
# Proposed Change
""The test will fail be passed if and only if at least one check among date of publication, date of last revision or date of creation doesn't evaluates to true.""";emidiostani
A.17.IR22.IR23.ds.temporal;type:GE,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The test method is not formulated very clearly:

# Proposed Change
Reformulate";emidiostani
A.19.IR22.ds.conformity;type:ED,sev:minor,ms:DE,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The reference should be 2.8 and not 2.8.1
# Proposed Change
Check and change.";emidiostani
A.19.IR28.ds.conformity;type:,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The test does not consider the notEvaluated case
";emidiostani
A.19.IR28.ds.conformity;type:AT,sev:medium,ms:NL,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Purpose: The metadata shall include information on the degree of conformity with the implementing rules on interoperability of spatial data sets and services.
The check if the degree of conformity is with the implementing rules on interoperability of spatial data sets and services, is missing

# Proposed Change
Add check if the degree of conformity is with the implementing rules on interoperability of spatial data sets and services.";emidiostani
A.19.IR28.ds.conformity;type:AT,sev:medium,ms:NL,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Purpose: The metadata shall include information on the degree of conformity with the implementing rules on interoperability of spatial data sets and services.
The check if the degree of conformity is with the implementing rules on interoperability of spatial data sets and services, is missing

# Proposed Change
Add check if the degree of conformity is with the implementing rules on interoperability of spatial data sets and services.";emidiostani
"A.19.IR28.ds.conformity
A.20.IR29.ds.specification";type:GE,type:CT,sev:critical,ms:DE,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
TG Requirement 28 demands a conformity statement regarding a certain specification: IR interoperability (1089/2010 and amendments). This has not been considered in these tests. A test method aiming at the particular content of element specification is necessary.
# Proposed Change
Improve A.19.IR28.ds.conformity concerning this issue.";emidiostani
A.20.IR29.ds.specification;type:ED,sev:minor,ms:DE,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The reference should be 2.8 and not 2.8.2
# Proposed Change
Check and change.";emidiostani
A.20.IR29.ds.specification;type:GE,type:CT,sev:medium,ms:DE,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
TG Requirement 29 demands the conformity statement to be formed as DQ_DomainConsistency. This has not been considered in this test.
# Proposed Change
improve A.20.IR29.ds.specification concerning this issue";emidiostani
A.21.IR30.IR31.ds.public.access;type:ED,sev:minor,ms:DE,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The title contains IR31 twice
# Proposed Change
Remove one of the double mentioned IR31.";emidiostani
A.22.IR33..IR34.ds.access.use;type:CT,sev:,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Testability: This cannot be tested in an automated way: 'Descriptions of terms and conditions, including where applicable, the corresponding fees shall be provided through this element or a link (URL) where these terms and conditions are described.'
";emidiostani
A.22.IR33..IR34.ds.access.use;type:CR,sev:,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The texts 'no conditions apply' and 'conditions unknown' may be replaced by language neutral codes. See: MIWP-8 (I) Language neutral identifiers.
";emidiostani
A.23.IR35.IR36.responsible.party.contact.info;type:,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The test should include some checks about the email address
";emidiostani
A.24.responsible.party.role;type:CR,sev:,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
There is still an open question on whether to include this test case, as there is no explicit requirement in the technical guidelines. 
# Proposed Change
It is proposed to keep this test case as the element tested is a mandatory one. Therefore the technical guidelines (TG MD) including this requirement should be changed.";emidiostani
A.25.IR37.md.contact;type:,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The test should include some checks about the email address
";emidiostani
A.26.IR38.md.contact.role;type:ED,sev:minor,ms:DE,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
redundant and missing word at first bullet at ""Open questions""
# Proposed Change
""Is The the codeList URL ...""";emidiostani
A.26.IR38.md.contact.role;type:ED,sev:Minor,ms:DE,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The reference should be 2.11.1 and not 2.11.2
# Proposed Change
Check and change.";emidiostani
A.26.IR38.md.contact.role;type:,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
There are Open Questions:
Open questions:

The the codeList URL above the only approved way to refer to the CI_RoleCode codelist?
Does the string value of the RoleCode element have any significance? Does it have to also be ""pointOfContact"" or can it be missing entirely?

";emidiostani
A.26.IR38.md.contact.role;type:CT,sev:medium,ms:NL,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Check that the attribute codeList has value ""http://standards.iso.org/ittf/ PubliclyAvailableStandards/ISO_19139_Schemas/resources/codelist/gmxCodelists.xml#CI_RoleCode"" 
This is not in accordance with the accepted schema's
Is not checked for other codelists, so inconsistent
# Proposed Change
Check all accepted schemas for all codelists checks or delete this check.
";emidiostani
A.26.IR38.md.contact.role;type:CT,sev:medium,ms:NL,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Check that the attribute codeList has value ""http://standards.iso.org/ittf/ PubliclyAvailableStandards/ISO_19139_Schemas/resources/codelist/gmxCodelists.xml#CI_RoleCode"" 
This is not in accordance with the accepted schema's
Is not checked for other codelists, so inconsistent
# Proposed Change
Check all accepted schemas for all codelists checks or delete this check.
";emidiostani
A.26.IR39.language;type:,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The test method does not specify it is ISO-639/B and not ISO-639/T.

The MD Regulation limits the list:
The value domain of this metadata element is limited to the official languages of the Community expressed in conformity with ISO 639-2.
";emidiostani
A.28.creation.date;type:CR,sev:,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
This test case was removed from GitHub?
There is still an open question whether to include this test case, as there is no explicit requirement in the technical guidelines. 
# Proposed Change
It is proposed to add an explicit requirement for metadata date in the MD TG. A corresponding test case must also be created.";emidiostani
A.29.IR07.srv.identification;type:CR,sev:medium,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Open issue: The TGs are likely to be changed, see issue  MIWP-8_(M)_Coupled_resources.

Note: there is a TODO 'to validate this is the proper identification, the identification used in capabilities might be required.'
";emidiostani
A.29.IR07.srv.identification;type:,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
This test name is wrong.
This is about coupled resources, i.e. the srv:operatesOn element.

The Test Method must specify that xlink:href must be resolved and the datasets metadata retrieved and parsed.
The dataset identifiers obtained must correspond to what determined in A.08.IR03.ds.linkage

There is still a todo:
'todo: to validate this is the proper identification, the identification used in capabilities might be required'



";emidiostani
A.30.IR27.ds.spatial resolution;type:ED,sev:minor,ms:DE,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Reference: TG MD 2.7.2, Req 27
# Proposed Change
Add correct reference.";emidiostani
A.31.IR25.resource.creation.date;type:,sev:,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Coverage: This test case only addresses the creation date (TG requirement 25). The IR require also that there will be no more than one date of revision.
";emidiostani
missing A.3X.IR24;type:CT,sev:critical,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
There is no test for TG MD requirement 24, because this is claimed to be not testable.
It is not clear why the temporal reference system cannot be tested.
Also, the values for data of creation / revision / updated can be tested whether they conform to the ISO 8601 format (yyy-mm-dd).
# Proposed Change
Add a test case for this requirement.";emidiostani
Open issues;type:GE,sev:critical,ms:DE,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
We think that it is not necessary to check the pure existence of a mandatory element. The ATS should cover those tests which are not already testable by a schema validation.
# Proposed Change
Consider if elements which are mandatory according to ISO need to be tested by an ATS or if the validation against the schema is already sufficient.";emidiostani
Open questions;type:GE,sev:medium,ms:DE,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The link to A.28.md.creation.date doesn't work and there's no chapter named like that.
# Proposed Change
Check and remove link or add A.28.md.creation.date to the ATS.";emidiostani
Open questions;type:,sev:medium,ms:NL,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Please include those tests
# Proposed Change
Add as requirement in the new TG MD";emidiostani
Open questions;type:,sev:medium,ms:NL,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Please include those tests
# Proposed Change
Add as requirement in the new TG MD";emidiostani
Vocabulary;type:ct,sev:medium,ms:FR,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
When an element is implemented as an Anchor as additional information not required by INSPIRE there is no need to check the validity of the link.
# Proposed Change
Remove this as a general test.";emidiostani
XML namespaces prefixes;type:ed,sev:minor,ms:FR,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The list is not complete (missing srv, gmx, and probably others)
# Proposed Change
Please complete";emidiostani
"Many namespaces are missing in xpaths. Eg: 
./gmd:...";type:ed,sev:minor,ms:FR,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Many namespaces are missing in xpaths. Eg: 
./gmd:identificationInfo[1]/*/gmd:citation/*/title 

# Proposed Change
Correct them";emidiostani
"The field 'Purpose' is often used inconsistently.
...";type:GE,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The field 'Purpose' is often used inconsistently.
'Purpose' shall be a summary description of what is checked, not a description of the metadata element, e.g. 
A.02.title
Purpose: The title by which the cited resource is known
Should read instead:
Purpose: Check that a resource title is specified.
# Proposed Change
Review and change Purpose and Test method for all tests.
For some of the tests this has already been done below.";emidiostani
"There are Open questions
There is no explicit Impl...";type:GE,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
There are Open questions
There is no explicit Implementation Requirement in TG MD for the following tests:
A.02.title
A.03.abstract
A.24.responsible.party.role
A.28.md.creation.date
Should these be excluded or included in the ATS? Or added as requirements in the TG MD?
";emidiostani
It is not clear whether this ATS aims at checking ...;type:GE,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
It is not clear whether this ATS aims at checking whether in a metadata document:
-the minimum set of required documents is present
-some of the elements are specified incorrectly with respect to the INSPIRE requirements. This aspect is crucial to determine if a test succeeds or fails
";emidiostani
English level is quite low...;type:GE,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
English level is quite low
# Proposed Change
Review all English text";emidiostani
There is no mention of the spatial resolution for ...;type:AT,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
There is no mention of the spatial resolution for services. It should be documented even though the ATS would be automatically testable since it was agreed to place in the abstract.
";emidiostani
Is it possible to add recommended tests, to preven...;type:GE,sev:,ms:NL,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Is it possible to add recommended tests, to prevent providing not correct metadata?
Example; all the keywords in a single instance of the ISO 19115 descriptiveKeywords property, must be a part of the referenced controlled vocabulary.

# Proposed Change
add a test to check if the keywords in the same decriptiveKeywords instance where the GEMET inspire themes is referenced, are inspire themes
etc.";emidiostani
Is it possible to add recommended tests, to preven...;type:GE,sev:,ms:NL,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Is it possible to add recommended tests, to prevent providing not correct metadata?
Example; all the keywords in a single instance of the ISO 19115 descriptiveKeywords property, must be a part of the referenced controlled vocabulary.

# Proposed Change
add a test to check if the keywords in the same decriptiveKeywords instance where the GEMET inspire themes is referenced, are inspire themes
etc.";emidiostani
Some tests, declared as automated are really descr...;type:ge,sev:critical,ms:FR,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Some tests, declared as automated are really described in a very fuzzy way. It is not always clear what has to be tested and how, sometimes tests are 'suggested' (e.g. A.09.IR04.srv.linkage) 
# Proposed Change
Be more precise on the test method.";emidiostani
In the same idea, the test method often gathers se...;type:ge,sev:critical,ms:FR,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
In the same idea, the test method often gathers several tests (e.g. A.09.IR04.srv.linkage) 
# Proposed Change
If several subtests are required present them clearly as subtests. ";emidiostani
Explicit references to the implementation requirem...;type:ED,sev:minor,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Explicit references to the implementation requirements are missing (although it can be derived from the name of the test case).
# Proposed Change
Add a reference to the implementation requirement.";emidiostani
A.02.IR04;type:ED,sev:minor,ms:DE,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The test method should be specified in the same way as the same test in the WFS Download Service, meaning that the references to the relevant schema should be added.
# Proposed Change
Add the schema reference.";emidiostani
A.02.IR04.extended.capabilities.node;type:ED,sev:minor,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
'Check that the extended capabilities element validates against the INSPIRE schemas.'
Coverage: it seems not correct that by applying the XSD Schema validation it is possible to validate the inspire view service metadata requirements (IR04).
# Proposed Change
There are two options:
Option 1. Update IR04 removing the reference to the INSPIRE View Service metadata requirements;
Option 2. Merge this test case with one or more other test cases testing the INSPIRE View Service metadata requirements (in both scenarios).";emidiostani
